Date,Ni,Al,P,Fe,Cu,Co,Mn,Si,Li,C
01/05/2017,9.666492869,2.019874583,5.003109172,0.171480543,5.912331767,58.01080443,6.303463245,2.713197365,84.30008568,0.953587668
01/06/2017,9.430656763,1.990595682,5.003109172,0.157884056,6.039245717,60.65837943,6.303463245,2.713197365,84.30008568,0.953587668
01/07/2017,10.02154573,2.009252666,5.003109172,0.186065865,6.319427796,61.81924108,6.303463245,2.713197365,84.30008568,0.953587668
01/08/2017,11.49825606,2.143399233,4.800280421,0.208946418,6.847894527,61.73079367,6.303463245,2.713197365,84.30008568,0.953587668
01/09/2017,11.84226466,2.213592573,4.597451671,0.196476105,6.944547631,63.48706696,6.303463245,2.713197365,84.30008568,0.953587668
01/10/2017,11.96894632,2.25054755,4.327013338,0.169365534,7.187848642,63.25199491,6.303463245,2.713197365,84.30008568,0.953587668
01/11/2017,12.6407139,2.214595636,4.327013338,0.176452188,7.207857122,65.58774144,6.303463245,2.713197365,84.30008568,0.953587668
01/12/2017,12.1371865,2.196677752,4.327013338,0.198453776,7.215607109,76.68902416,6.303463245,2.713197365,84.30008568,0.953587668
01/01/2018,13.25960119,2.277529098,4.223845874,0.204688526,7.282644929,79.66504827,7.379683646,3.048192243,93.26216802,0.804039942
01/02/2018,14.01302979,2.248731841,4.355841057,0.207691554,7.221494561,83.27148449,7.379683646,3.048192243,93.26216802,0.804039942
01/03/2018,13.80340967,2.132728574,4.471996819,0.18862769,7.00779294,90.30311171,7.379683646,3.048192243,93.26216802,0.804039942
01/04/2018,14.36574981,2.323868564,4.646230461,0.176293825,7.061728533,93.56789533,7.379683646,3.048192243,93.26216802,0.804039942
01/05/2018,14.8072837,2.370228644,4.646230461,0.177232271,7.034683436,93.01905713,7.379683646,3.048192243,93.26216802,0.804039942
01/06/2018,15.56912266,2.306274821,4.582872773,0.17439012,7.179587028,83.67911434,7.379683646,3.048192243,93.26216802,0.804039942
01/07/2018,14.21708423,2.146127441,4.587096619,0.173103108,6.442535971,72.81534603,7.379683646,3.048192243,93.26216802,0.804039942
01/08/2018,13.82283803,2.114454581,4.619831424,0.18004761,6.236708761,65.24454113,7.379683646,3.048192243,93.26216802,0.804039942
01/09/2018,12.89419348,2.088635995,4.619831424,0.183506454,6.236409863,64.11906676,7.379683646,3.048192243,93.26216802,0.804039942
01/10/2018,12.69275697,2.092140314,4.8178242,0.196832391,6.410419917,62.48693801,7.379683646,3.048192243,93.26216802,0.804039942
01/11/2018,11.58457791,1.997987506,4.883821791,0.1964302,6.386023673,56.64930853,7.379683646,3.048192243,93.26216802,0.804039942
01/12/2018,11.16752272,1.97930124,5.235984941,0.185436972,6.261723415,56.95874616,7.379683646,3.048192243,93.26216802,0.804039942
01/01/2019,11.66523695,1.876587186,5.315471933,0.200571013,6.012363763,41.20667005,5.699450756,2.358992457,68.43215159,0.804039942
01/02/2019,12.84171292,1.885971539,5.315471933,0.232331601,6.37821181,32.49598033,5.699450756,2.358992457,68.43215159,0.804039942
01/03/2019,13.18695993,1.894292939,5.108038882,0.227722892,6.518896122,31.71985619,5.699450756,2.358992457,68.43215159,0.804039942
01/04/2019,12.93035304,1.868184798,5.056180619,0.246763444,6.517782552,33.9132505,5.699450756,2.358992457,68.43215159,0.804039942
01/05/2019,12.16454123,1.803233331,5.056180619,0.263749828,6.092135827,34.58814106,5.699450756,2.358992457,68.43215159,0.804039942
01/06/2019,12.09127848,1.777611111,5.056180619,0.286898715,5.954792224,29.1643831,5.699450756,2.358992457,68.43215159,0.804039942
01/07/2019,13.71340493,1.819157374,4.148661021,0.316657807,6.014489668,27.67759186,5.699450756,2.358992457,68.43215159,0.804039942
01/08/2019,15.94291264,1.762152743,4.044944495,0.245104309,5.779870715,30.50833123,5.699450756,2.358992457,68.43215159,0.804039942
01/09/2019,17.87469237,1.775141012,4.019015364,0.245130644,5.830295163,36.16106991,5.699450756,2.358992457,68.43215159,0.804039942
01/10/2019,17.25649937,1.747251159,4.019015364,0.233148001,5.828321108,35.69808661,5.699450756,2.358992457,68.43215159,0.804039942
01/11/2019,15.35896696,1.796683518,3.837511444,0.223798906,5.932237381,35.94821425,5.699450756,2.358992457,68.43215159,0.804039942
01/12/2019,14.00001746,1.793231453,3.75972405,0.243998219,6.152025615,33.96129849,5.699450756,2.358992457,68.43215159,0.804039942
01/01/2020,13.50686,1.77309,3.713909868,0.249115505,6.03121,32.21302273,4.72,2.134920635,42.58158767,0.804039942
01/02/2020,12.71555,1.6881,3.713909868,0.228095734,5.68775,33.542075,4.72,2.134920635,42.58158767,0.804039942
01/03/2020,11.84623,1.61089,3.682149535,0.231503642,5.18263,31.11904545,4.72,2.134920635,42.58158767,0.804039942
01/04/2020,11.80401,1.45993,3.624263767,0.220421436,5.05797,29.565,4.72,2.134920635,42.58158767,0.804039942
01/05/2020,12.17961,1.46637,3.734400405,0.243626431,5.23983,29.56259211,4.72,2.134920635,42.58158767,0.804039942
01/06/2020,12.72715,1.56857,3.841975725,0.268730489,5.7546,29.07434091,4.72,2.134920635,42.58158767,0.804039942
01/07/2020,13.4023,1.64381,3.841975725,0.282310094,6.37246,28.51702174,4.72,2.134920635,42.58158767,0.804039942
01/08/2020,14.53775,1.73726,3.93828125,0.314958377,6.49894,32.91488095,4.72,2.134920635,42.58158767,0.804039942
01/09/2020,14.85749,1.74377,4.066347108,0.321930281,6.7049,33.48210227,4.72,2.134920635,42.58158767,0.804039942
01/10/2020,15.23936,1.8061,4.09810744,0.311602497,6.71381,33.227875,4.72,2.134920635,42.58158767,0.804039942
01/11/2020,15.80773,1.93528,4.226173298,0.32351717,7.06891,32.23888095,4.72,2.134920635,42.58158767,0.804039942
01/12/2020,16.82304,2.01467,4.268691162,0.404344433,7.77224,31.88228571,4.72,2.134920635,42.58158767,0.804039942
01/01/2021,16.6324069,1.865905778,4.054232077,0.410880575,7.422868865,35.2735829,4.72,3.1871553,81.49211477,0.804039942
01/02/2021,17.30391622,1.935375149,4.203523212,0.396759053,7.887292234,44.2425666,4.72,3.1871553,81.49211477,0.804039942
01/03/2021,15.27624113,2.039555928,4.590821617,0.407368361,8.368959575,48.80330288,4.72,3.1871553,81.49211477,0.804039942
01/04/2021,15.38293588,2.159584029,4.531200557,0.435587183,8.682339902,45.64317377,4.72,3.1871553,81.49211477,0.804039942
01/05/2021,16.36600057,2.265859783,4.888926917,0.503142799,9.461810267,41.16844684,4.72,3.1871553,81.49211477,0.804039942
01/06/2021,16.74077763,2.278075815,5.962105996,0.519395871,8.96788965,41.10747248,4.72,3.1871553,81.49211477,0.804039942
01/07/2021,17.52191466,2.325552604,5.962105996,0.518693429,8.799658502,48.09040506,4.72,3.1871553,81.49211477,0.804039942
01/08/2021,17.82246443,2.423643989,6.52874455,0.392786618,8.724537354,48.08246955,4.72,3.1871553,81.49211477,0.804039942
01/09/2021,18.04181297,2.639258816,7.035285075,0.301614391,8.682237481,48.22903315,4.72,3.1871553,81.49211477,0.804039942
01/10/2021,18.02832133,2.732210529,7.035285075,0.297714623,9.151986742,51.00499293,4.72,3.1871553,81.49211477,0.804039942
01/11/2021,18.55948595,2.454798595,7.30381833,0.23311411,9.05857879,56.25007875,4.72,3.1871553,81.49211477,0.804039942
01/12/2021,18.6364786,2.509807983,8.426602131,0.283302435,8.893103698,56.25007875,4.72,2.990246272,217.9236725,0.804039942
